Country,Admin1,Facility name,Facility type,Ownership,Lat,Long,LL source
Uganda,Eastern,Buhehe Health Centre III,Health Centre III,MoH,0.3476,34.0459,GPS
Uganda,Eastern,Buhugu Health Centre III,Health Centre III,Private not for profit,1.1880,34.3440,GPS
Uganda,Eastern,Bujwanga Health Centre II,Health Centre II,MoH,0.2265,33.8566,Other
Uganda,Eastern,Bukakande Health Centre II,Health Centre II,MoH,0.8262,33.1394,Other
Uganda,Eastern,Bukalasi Health Centre III,Health Centre III,MoH,1.0095,34.4002,GPS
Uganda,Eastern,Bukaleba Health Centre II,Health Centre II,MoH,0.3770,33.3660,GPS
Uganda,Eastern,Bukanga Health Centre III,Health Centre III,MoH,0.7160,33.3440,GPS
Uganda,Eastern,Bukasakya Health Centre III,Health Centre III,MoH,,,
Uganda,Eastern,Bukatube Health Centre II,Health Centre II,MoH,0.4000,33.4333,Other
Uganda,Eastern,Bukedea Health Centre IV,Health Centre IV,MoH,1.3322,34.0419,GPS
Uganda,Eastern,Bukedea Mission Health Centre II,Health Centre II,Private not for profit,1.3480,34.0464,GPS
Uganda,Eastern,Bukendi Health Centre II,Health Centre II,MoH,0.7750,33.3730,GPS
Uganda,Eastern,Bukewa Health Centre III,Health Centre III,MoH,0.9646,34.3275,GPS
Uganda,Eastern,Bukhabusi Health Centre III,Health Centre III,MoH,0.9480,34.3420,GPS
Uganda,Eastern,Bukhalu Health Centre III,Health Centre III,MoH,1.3009,34.2562,GPS
Uganda,Eastern,Bukibokolo Health Centre III,Health Centre III,MoH,0.9903,34.2918,GPS
Uganda,Eastern,Bukibologoto Health Centre II,Health Centre II,MoH,1.2623,34.3226,Google Earth
Uganda,Eastern,Bukiende Health Centre III,Health Centre III,MoH,,,
Uganda,Eastern,Bukigai Health Centre III,Health Centre III,MoH,1.0169,34.3695,GPS
Uganda,Eastern,Bukigai SDA Health Centre II,Health Centre II,Private not for profit,1.0143,34.3700,Google Earth
Uganda,Eastern,Bukimanayi Health Centre II,Health Centre II,MoH,0.9905,34.3483,GPS
Uganda,Eastern,Bukimbi Health Centre II,Health Centre II,MoH,0.2711,33.7253,Other
Uganda,Eastern,Bukonte Health Centre II,Health Centre II,MoH,0.7914,33.6579,Other
Uganda,Eastern,Bukonte NGO Health Centre III,Health Centre III,Private not for profit,0.7914,33.6579,Other
Uganda,Eastern,Bukoova Health Centre III,Health Centre III,MoH,0.8750,33.3460,GPS
Uganda,Eastern,Bukoteka Health Centre II,Health Centre II,Private not for profit,0.6098,33.5771,Google Earth
Uganda,Eastern,Bukungu Health Centre II,Health Centre II,MoH,1.4310,33.8955,GPS
Uganda,Eastern,Bukwaya Health Centre II,Health Centre II,MoH,0.5524,33.5037,Other
Uganda,Eastern,Bukwo General Hospital,Hospital,MoH,1.2940,34.7553,Google Earth
Uganda,Eastern,Bukwo Health Centre IV,Health Centre IV,Private not for profit,1.2592,34.7539,Geonames
Uganda,Eastern,Bulaago Health Centre II,Health Centre II,MoH,1.2476,34.3608,Other
Uganda,Eastern,Bulalu Health Centre II,Health Centre II,MoH,0.8695,33.3220,GPS
Uganda,Eastern,Bulamagi Health Centre III,Health Centre III,MoH,0.6289,33.4412,Google Earth
Uganda,Eastern,Bulange Health Centre III,Health Centre III,MoH,0.7330,33.6980,GPS
Uganda,Eastern,Bulangira Health Centre III,Health Centre III,MoH,1.1296,33.8979,GPS
Uganda,Eastern,Bulegeni Health Centre III,Health Centre III,MoH,1.2885,34.3326,Google Earth
Uganda,Eastern,Bulesa Health Centre III,Health Centre III,MoH,0.4746,33.8191,GPS
Uganda,Eastern,Bulidha Health Centre III,Health Centre III,MoH,0.3998,33.7214,GPS
Uganda,Eastern,Bulike Health Centre III,Health Centre III,Private not for profit,0.7814,33.3236,Other
Uganda,Eastern,Bulopa Health Centre III,Health Centre III,MoH,0.8440,33.2540,GPS
Uganda,Eastern,Buluba Hospital,Hospital,Private not for profit,0.4833,33.4000,Other
Uganda,Eastern,Bulubandi Health Centre II,Health Centre II,MoH,0.6000,33.4833,Other
Uganda,Eastern,Bulucheke Health Centre III,Health Centre III,MoH,1.0333,34.3833,Other
Uganda,Eastern,Buluganya Health Centre III,Health Centre III,MoH,1.2039,34.4013,GPS
Uganda,Eastern,Buluguyi Health Centre III,Health Centre III,MoH,0.5945,33.8934,GPS
Uganda,Eastern,Bulujewa Health Centre III,Health Centre III,MoH,1.1278,34.3461,GPS
Uganda,Eastern,Bululu COU Health Centre II,Health Centre II,Private not for profit,1.7180,33.2970,Other
Uganda,Eastern,Bululu Health Centre III,Health Centre III,MoH,1.7190,33.3130,GPS
Uganda,Eastern,Bulumbi Health Centre III,Health Centre III,MoH,0.5150,33.9690,GPS
Uganda,Eastern,Bulunda Health Centre II,Health Centre II,Private not for profit,0.9345,33.0929,GPS
Uganda,Eastern,Buluwe Health Centre II,Health Centre II,MoH,0.4271,33.8393,Google Earth
Uganda,Eastern,Buluya Health Centre II,Health Centre II,MoH,0.8350,33.0890,GPS
Uganda,Eastern,Bulwala Health Centre III,Health Centre III,MoH,1.1650,34.3630,GPS
Uganda,Eastern,Bulyansime Health Centre II,Health Centre II,Private not for profit,0.5472,33.5845,Google Earth
Uganda,Eastern,Bumadanda Health Centre III,Health Centre III,MoH,1.0736,34.2727,GPS
Uganda,Eastern,Bumageni Health Centre II,Health Centre II,MoH,1.0167,34.1833,Geonames
Uganda,Eastern,Bumalenge Health Centre II,Health Centre II,MoH,0.1134,33.8105,Other
Uganda,Eastern,Bumanya Health Centre IV,Health Centre IV,MoH,1.0050,33.4980,GPS
Uganda,Eastern,Bumasikye Health Centre III,Health Centre III,MoH,0.8800,34.1775,Other
Uganda,Eastern,Bumasobo Health Centre III,Health Centre III,MoH,1.2108,34.3977,GPS
Uganda,Eastern,Bumbo Health Centre III,Health Centre III,MoH,0.8740,34.4130,GPS
Uganda,Eastern,Bumooli Health Centre III,Health Centre III,MoH,0.4380,33.8780,GPS
Uganda,Eastern,Bumugibole Health Centre II,Health Centre II,MoH,1.2634,34.3775,Google Earth
Uganda,Eastern,Bumugusha Health Centre III,Health Centre III,MoH,1.2729,34.3295,Google Earth
Uganda,Eastern,Bumulisha Health Centre III,Health Centre III,MoH,1.2150,34.3100,GPS
Uganda,Eastern,Bumumulo Health Centre III,Health Centre III,MoH,1.1330,34.3750,GPS
Uganda,Eastern,Bumunji Health Centre II,Health Centre II,MoH,0.3840,34.0810,GPS
Uganda,Eastern,Bumusi Health Centre II,Health Centre II,MoH,0.9861,34.3611,Combination
Uganda,Eastern,Bumwambu Health Centre III,Health Centre III,MoH,1.2590,34.3600,GPS
Uganda,Eastern,Bumwoni Health Centre III,Health Centre III,MoH,0.8503,34.3845,Combination
Uganda,Eastern,Bunagami Health Centre III,Health Centre III,MoH,1.2018,34.3882,GPS
Uganda,Eastern,Bunambale Health Centre III,Health Centre III,MoH,0.9569,34.3697,Other
Uganda,Eastern,Bunambutye Health Centre III,Health Centre III,MoH,1.4000,34.3500,Other
Uganda,Eastern,Bunamono Health Centre II,Health Centre II,MoH,1.0320,34.3346,GPS
Uganda,Eastern,Bunangaka Health Centre II,Health Centre II,MoH,1.3685,34.3067,Other
Uganda,Eastern,Bunapongo Health Centre III,Health Centre III,MoH,1.0324,34.1974,Other
Uganda,Eastern,Bunaseke Health Centre III,Health Centre III,MoH,1.1751,34.3842,GPS
Uganda,Eastern,Bunawale Health Centre II,Health Centre II,MoH,0.7885,33.8403,GPS
Uganda,Eastern,Bunawona Health Centre II,Health Centre II,MoH,0.6523,33.1729,GPS
Uganda,Eastern,Bungokho-Mutoto Health Centre III,Health Centre III,MoH,1.0453,34.2159,Google Earth
Uganda,Eastern,Bunyiiro Health Centre II,Health Centre II,Private not for profit,0.6755,33.4738,Combination
Uganda,Eastern,Bunyiiro Health Centre III,Health Centre III,MoH,0.6876,33.4662,Google Earth
Uganda,Eastern,Bupadhengo Health Centre III,Health Centre III,MoH,0.7130,33.1550,GPS
Uganda,Eastern,Bupoto COU Health Centre II,Health Centre II,Private not for profit,0.9068,34.3570,Other
Uganda,Eastern,Bupoto Health Centre III,Health Centre III,MoH,0.9000,34.3310,GPS
Uganda,Eastern,Busaala Health Centre II,Health Centre II,MoH,0.3692,33.5345,Google Earth
Uganda,Eastern,Busaba Health Centre III,Health Centre III,MoH,0.8790,33.8250,GPS
Uganda,Eastern,Busabi Health Centre III,Health Centre III,MoH,0.7716,33.8748,GPS
Uganda,Eastern,Busalamu Health Centre II,Health Centre II,MoH,0.6740,33.3860,GPS
Uganda,Eastern,Busalamu Health Centre II,Health Centre II,Private not for profit,0.6740,33.3860,GPS
Uganda,Eastern,Busamaga Health Centre III,Health Centre III,MoH,1.0778,34.1880,Other
Uganda,Eastern,Busambu - Nr Health Centre II,Health Centre II,Private not for profit,0.9428,32.9959,Other
Uganda,Eastern,Busanda Health Centre II,Health Centre II,MoH,0.9288,33.3948,GPS
Uganda,Eastern,Busano Health Centre II,Health Centre II,MoH,1.0133,34.2656,Combination
Uganda,Eastern,Busano Health Centre III,Health Centre III,MoH,1.0167,34.2667,Other
Uganda,Eastern,Busede Health Centre III,Health Centre III,MoH,0.5990,33.3000,Encarta
Uganda,Eastern,Busegula Health Centre II,Health Centre II,MoH,0.6570,33.2180,GPS
Uganda,Eastern,Busembatya Health Centre III,Health Centre III,MoH,0.7770,33.6213,Google Earth
Uganda,Eastern,Busesa Health Centre IV,Health Centre IV,MoH,0.6245,33.6077,Google Earth
Uganda,Eastern,Buseta Health Centre III,Health Centre III,MoH,1.0825,33.7521,GPS
Uganda,Eastern,Bushika Health Centre III,Health Centre III,MoH,1.0497,34.3429,Google Earth
Uganda,Eastern,Bushikori Health Centre III,Health Centre III,Private not for profit,1.0230,34.1580,GPS
Uganda,Eastern,Bushiyi Health Centre III,Health Centre III,MoH,1.0515,34.3854,GPS
Uganda,Eastern,Busia Health Centre IV,Health Centre IV,MoH,0.4600,34.0280,GPS
Uganda,Eastern,Busiiro Health Centre II,Health Centre II,MoH,0.6660,33.3270,GPS
Uganda,Eastern,Busimbi Health Centre II,Health Centre II,MoH,0.4766,33.7088,Other
Uganda,Eastern,Busime Health Centre II,Health Centre II,MoH,0.2561,33.9393,GPS
Uganda,Eastern,Busira Health Centre II,Health Centre II,MoH,0.3918,33.6763,Other
Uganda,Eastern,Busiro Health Centre III,Health Centre III,Private not for profit,0.1833,33.8667,Other
Uganda,Eastern,Busitema Health Centre III,Health Centre III,MoH,0.5434,34.0277,Other
Uganda,Eastern,Busiu Health Centre IV,Health Centre IV,MoH,0.9200,34.1420,GPS
Uganda,Eastern,Busoba Epi Centre Health Centre II,Health Centre II,MoH,0.9673,34.1747,Other
Uganda,Eastern,Busoga Health Centre II,Health Centre II,MoH,0.5000,33.6500,Google Earth
Uganda,Eastern,Busolwe Hospital,Hospital,MoH,0.8527,33.9283,GPS
Uganda,Eastern,Busota Health Centre II,Health Centre II,MoH,0.8757,33.1170,Other
Uganda,Eastern,Busowa Health Centre II,Health Centre II,MoH,0.6220,33.6876,Combination
Uganda,Eastern,Busowobi Health Centre III,Health Centre III,MoH,0.6102,33.5338,Google Earth
Uganda,Eastern,Busuyi Health Centre II,Health Centre II,MoH,0.4460,33.3245,GPS
Uganda,Eastern,Butagaya Health Centre III,Health Centre III,MoH,0.5970,33.1270,GPS
Uganda,Eastern,Butaleja Health Centre III,Health Centre III,MoH,0.9182,33.9544,GPS
Uganda,Eastern,Butandiga Health Centre III,Health Centre III,MoH,1.2000,34.3667,Other
Uganda,Eastern,Butangasi Health Centre II,Health Centre II,MoH,0.3692,34.0117,Other
Uganda,Eastern,Butansi Health Centre III,Health Centre III,MoH,0.9131,33.0833,Other
Uganda,Eastern,Bute Health Centre II,Health Centre II,MoH,0.5785,33.3836,GPS
Uganda,Eastern,Buteba Health Centre III,Health Centre III,MoH,0.5408,34.1235,GPS
Uganda,Eastern,Butebo Health Centre IV,Health Centre IV,MoH,1.2010,33.9020,GPS
Uganda,Eastern,Buteza Health Centre III,Health Centre III,MoH,1.1167,34.3333,Other
Uganda,Eastern,Butiru Chrisco Health Centre III,Health Centre III,Private not for profit,0.8210,34.2963,Other
Uganda,Eastern,Butiru Dispensary Health Centre II,Health Centre II,Private not for profit,0.8367,34.3482,GPS
Uganda,Eastern,Butiru Health Centre III,Health Centre III,MoH,0.8251,34.3368,GPS
Uganda,Eastern,Butogonya Health Centre II,Health Centre II,MoH,0.6865,33.2425,Google Earth
Uganda,Eastern,Butove Health Centre II,Health Centre II,MoH,0.9831,33.9614,GPS
Uganda,Eastern,Buwabwala Health Centre III,Health Centre III,MoH,0.9410,34.3710,GPS
Uganda,Eastern,Buwagiyu Health Centre II,Health Centre II,MoH,0.9897,34.3640,GPS
Uganda,Eastern,Buwaiswa Health Centre III,Health Centre III,MoH,0.5279,33.5203,Other
Uganda,Eastern,Buwakhanywinywi Health Centre II,Health Centre II,MoH,,,
Uganda,Eastern,Buwalasi Health Centre III,Health Centre III,MoH,1.1420,34.2420,GPS
Uganda,Eastern,Buwangwa Health Centre III,Health Centre III,MoH,1.0190,34.2710,GPS
Uganda,Eastern,Buwasa Health Centre IV,Health Centre IV,MoH,1.1680,34.2790,GPS
Uganda,Eastern,Buwasunguyi Health Centre II,Health Centre II,Private not for profit,0.9031,34.3354,GPS
Uganda,Eastern,Buwaya Health Centre II,Health Centre II,Private not for profit,0.2500,33.5167,Other
Uganda,Eastern,Buwembe Health Centre II,Health Centre II,MoH,0.4663,33.9762,GPS
Uganda,Eastern,Buwenda Health Centre II,Health Centre II,MoH,0.4770,33.1730,GPS
Uganda,Eastern,Buwenge Health Centre IV,Health Centre IV,MoH,0.6470,33.1690,GPS
Uganda,Eastern,Buwenge Hospital,Hospital,MoH,0.6481,33.1705,GPS
Uganda,Eastern,Buwolero Health Centre II,Health Centre II,MoH,0.6822,33.1662,Other
Uganda,Eastern,Buwologoma Health Centre II,Health Centre II,MoH,0.7308,33.3767,Other
Uganda,Eastern,Buwongo Health Centre II,Health Centre II,MoH,0.6503,33.4957,Google Earth
Uganda,Eastern,Buwoya Health Centre II,Health Centre II,MoH,0.8117,33.2388,Other
Uganda,Eastern,Buwumba Health Centre II,Health Centre II,MoH,0.4589,34.0280,GPS
Uganda,Eastern,Buwuni Health Centre II,Health Centre II,MoH,0.5297,33.8552,GPS
Uganda,Eastern,Buyaga Health Centre III,Health Centre III,MoH,1.3175,34.2745,GPS
Uganda,Eastern,Buyanga Health Centre II,Health Centre II,MoH,0.6475,33.6125,Geonames
Uganda,Eastern,Buyanja SDA Health Centre II,Health Centre II,Private not for profit,1.3940,32.8957,Other
Uganda,Eastern,Buyaya Health Centre II,Health Centre II,MoH,1.1852,34.2486,Other
Uganda,Eastern,Buyemba Health Centre II,Health Centre II,Private not for profit,0.3960,33.4570,GPS
Uganda,Eastern,Buyende Bugaya Health Centre III,Health Centre III,MoH,1.1650,33.1650,GPS
Uganda,Eastern,Buyende Health Centre III,Health Centre III,MoH,1.1650,33.1650,GPS
Uganda,Eastern,Buyengo Health Centre II,Health Centre II,MoH,0.4156,34.0817,Other
Uganda,Eastern,Buyinda Health Centre II,Health Centre II,MoH,1.0106,33.5356,Other
Uganda,Eastern,Buyinja Health Centre IV,Health Centre IV,MoH,0.3560,33.8490,GPS
Uganda,Eastern,Buyobo Health Centre II,Health Centre II,MoH,1.1667,34.2833,Other
Uganda,Eastern,Buyoboya Health Centre II,Health Centre II,MoH,0.7410,33.6980,GPS
Uganda,Eastern,Buyoga Health Centre II,Health Centre II,Private not for profit,0.9304,33.3578,Other
Uganda,Eastern,Buyombo Health Centre II,Health Centre II,MoH,0.2584,33.8470,Other
Uganda,Eastern,Buyuge Health Centre II,Health Centre II,Private not for profit,1.0910,33.4840,GPS
Uganda,Eastern,Buyugu Health Centre II,Health Centre II,MoH,0.3541,33.6964,Other
Uganda,Eastern,Buzaaya Health Centre II,Health Centre II,MoH,0.8864,33.4142,Google Earth
Uganda,Eastern,Bwalula Health Centre II,Health Centre II,MoH,0.4419,33.6174,Combination
Uganda,Eastern,Bwase Health Centre II,Health Centre II,MoH,0.6540,33.1580,GPS
Uganda,Eastern,Bwidhabwangu Health Centre II,Health Centre II,Private not for profit,0.6320,33.3070,GPS
Uganda,Eastern,Bwigula Health Centre II,Health Centre II,MoH,0.6215,33.6473,Other
Uganda,Eastern,Bwikhonge Health Centre II,Health Centre II,MoH,1.3921,34.3187,Other
Uganda,Eastern,Bwiwula Health Centre II,Health Centre II,MoH,0.4373,33.4544,Other
Uganda,Eastern,Bwondha Health Centre II,Health Centre II,MoH,0.1955,33.5550,Other
Uganda,Eastern,Calvary Chapel Health Centre II,Health Centre II,Private not for profit,2.0775,33.5544,GPS
Uganda,Eastern,Chawolo Health Centre II,Health Centre II,MoH,0.6529,33.9518,Other
Uganda,Eastern,Chebonet Health Centre III,Health Centre III,MoH,1.3560,34.3877,GPS
Uganda,Eastern,Chelekura Health Centre III,Health Centre III,MoH,1.3000,33.6667,Other
Uganda,Eastern,Chemosong Health Centre II,Health Centre II,MoH,1.3790,34.3914,Other
Uganda,Eastern,Chemwom Health Centre III,Health Centre III,MoH,1.3885,34.5025,GPS
Uganda,Eastern,Chepkwasta Health Centre II,Health Centre II,MoH,1.2701,34.7033,GPS
Uganda,Eastern,Chepsukunya Health Centre II,Health Centre II,MoH,1.5719,34.5191,GPS
Uganda,Eastern,Cheptuya Health Centre III,Health Centre III,MoH,1.3689,34.3704,GPS
Uganda,Eastern,Chesimat Health Centre II,Health Centre II,MoH,1.2891,34.6794,Other
Uganda,Eastern,Chesower Health Centre III,Health Centre III,MoH,1.3409,34.6617,GPS
Uganda,Eastern,Community (Kibuku) Health Centre III,Health Centre III,Private not for profit,1.0478,33.8004,Other
Uganda,Eastern,Country Side Health Centre II,Health Centre II,Private not for profit,1.0322,33.0999,GPS
Uganda,Eastern,Crescent Medical Centre Health Centre III,Health Centre III,Private not for profit,0.4279,33.2079,Google Earth
Uganda,Eastern,Dabani Hospital,Hospital,Private not for profit,0.4395,34.0516,GPS
Uganda,Eastern,Dakabela Health Centre III,Health Centre III,MoH,1.8980,33.6530,GPS
Uganda,Eastern,Damasiko Health Centre II,Health Centre II,MoH,1.7076,33.8549,Combination
Uganda,Eastern,Dodoi Health Centre II,Health Centre II,MoH,1.0607,33.8601,GPS
Uganda,Eastern,Doho Health Centre II,Health Centre II,MoH,0.9301,34.0368,GPS
Uganda,Eastern,Dohwe Health Centre II,Health Centre II,MoH,0.3027,33.7791,GPS
Uganda,Eastern,Dr. Ambrosoli Health Centre III,Health Centre III,Private not for profit,0.8927,33.5068,Other
Uganda,Eastern,Eastern Health Centre III,Health Centre III,MoH,1.7307,33.6154,Google Earth
Uganda,Eastern,Family Hope Centre Jinja Clinic,Clinic,Private not for profit,,,
Uganda,Eastern,Fellow Ship Health Centre II,Health Centre II,Private not for profit,0.9440,33.1252,GPS
Uganda,Eastern,Fungwe Health Centre II,Health Centre II,MoH,0.6210,34.0580,GPS
Uganda,Eastern,Gadumire Health Centre III,Health Centre III,MoH,1.1260,33.5260,GPS
Uganda,Eastern,Galimagi Health Centre III,Health Centre III,Private not for profit,1.1860,33.9490,GPS
Uganda,Eastern,Gamatimbei Health Centre III,Health Centre III,MoH,1.3000,34.3500,Geonames
Uganda,Eastern,Gamatui Health Centre II,Health Centre II,Private not for profit,1.3313,34.3826,GPS
Uganda,Eastern,Gamogo Health Centre III,Health Centre III,MoH,1.3115,34.3578,GPS
Uganda,Eastern,Gangama Health Centre II,Health Centre II,MoH,1.0933,34.1845,Other
Uganda,Eastern,Gogonyo Health Centre III,Health Centre III,MoH,1.2630,33.5020,GPS
Uganda,Eastern,Gombe Health Centre II,Health Centre II,MoH,0.5130,32.4816,GPS
Uganda,Eastern,Gwaragwara Health Centre II,Health Centre II,MoH,0.7210,34.0900,GPS
Uganda,Eastern,Gweri Health Centre III,Health Centre III,MoH,1.7290,33.7320,GPS
Uganda,Eastern,Haama Health Centre II,Health Centre II,MoH,-0.1395,33.7073,GPS
Uganda,Eastern,Habuleke Health Centre II,Health Centre II,MoH,0.5500,34.0200,GPS
Uganda,Eastern,Hahoola Health Centre II,Health Centre II,MoH,0.8545,33.8933,Google Earth
Uganda,Eastern,Hasyule Health Centre II,Health Centre II,MoH,0.3050,34.0250,GPS
Uganda,Eastern,Helping Hands Health Centre II,Health Centre II,MoH,0.7385,33.0823,Google Earth
Uganda,Eastern,Holy Innocent Health Centre III,Health Centre III,Private not for profit,1.3575,34.1761,Other
Uganda,Eastern,Hope Medical Centre Health Centre II,Health Centre II,MoH,0.9507,34.1938,Combination
Uganda,Eastern,Hukeseho Health Centre III,Health Centre III,Private not for profit,0.3046,33.8827,GPS
Uganda,Eastern,Ibulanku Community Health Centre III,Health Centre III,Private not for profit,0.6045,33.6004,Google Earth
Uganda,Eastern,Idinda Health Centre II,Health Centre II,MoH,0.7870,33.5967,Google Earth
Uganda,Eastern,Iganga Hospital,Hospital,MoH,0.6152,33.4797,Google Earth
Uganda,Eastern,Iganga Islamic Medical Centre Health Centre III,Health Centre III,Private not for profit,0.6170,33.4740,Google Earth
Uganda,Eastern,Iganga Nkombe Health Centre II,Health Centre II,MoH,0.6548,33.6569,Other
Uganda,Eastern,Iganga TC Health Centre III,Health Centre III,MoH,0.6164,33.4788,Other
Uganda,Eastern,Igerera Health Centre II,Health Centre II,Private not for profit,0.8453,33.7147,Combination
Uganda,Eastern,Igombe Health Centre III,Health Centre III,MoH,0.6279,33.1865,Google Earth
Uganda,Eastern,Ikaali Health Centre II,Health Centre II,MoH,0.8843,34.2891,GPS
Uganda,Eastern,Iki Iki Health Centre III,Health Centre III,MoH,1.1043,34.0121,GPS
Uganda,Eastern,Ikonia Health Centre III,Health Centre III,MoH,0.6894,33.2599,GPS
Uganda,Eastern,Ikumbya Health Centre III,Health Centre III,MoH,0.9840,33.3250,GPS
Uganda,Eastern,Inuula Health Centre II,Health Centre II,MoH,0.9550,33.3735,GPS
Uganda,Eastern,Irapa Health Centre II,Health Centre II,Private not for profit,1.0417,33.2468,GPS
Uganda,Eastern,Iringa Health Centre II,Health Centre II,MoH,1.2667,32.9833,Other
Uganda,Eastern,Irongo Health Centre III,Health Centre III,MoH,0.7380,33.2505,GPS
Uganda,Eastern,Irundu Health Centre III,Health Centre III,MoH,1.2343,33.3678,GPS
Uganda,Eastern,Irundu St. Mathias Mulumba Health Centre III,Health Centre III,Private not for profit,1.2412,33.3787,GPS
Uganda,Eastern,Isinde Health Centre II,Health Centre II,MoH,0.3000,33.8333,Other
Uganda,Eastern,Itakaibolu Health Centre II,Health Centre II,MoH,0.6491,33.3631,Other
Uganda,Eastern,Itanda Health Centre II,Health Centre II,MoH,0.8200,33.4708,Google Earth
Uganda,Eastern,Ituba Health Centre II,Health Centre II,MoH,0.7663,33.4172,Google Earth
Uganda,Eastern,Iuiu Health Centre II,Health Centre II,Private not for profit,1.0908,34.1761,Google Earth
Uganda,Eastern,Ivunamba Health Centre II,Health Centre II,MoH,0.5000,33.1750,GPS
Uganda,Eastern,Iwemba Health Centre III,Health Centre III,MoH,0.6042,33.8108,Geonames
Uganda,Eastern,Iwololo Health Centre II,Health Centre II,Private not for profit,0.6172,33.0891,Google Earth
Uganda,Eastern,Iyolwa Health Centre III,Health Centre III,MoH,0.6120,33.9790,GPS
Uganda,Eastern,Jagusi Island Health Centre II,Health Centre II,MoH,0.1276,33.5789,GPS
Uganda,Eastern,Jewa Health Centre III,Health Centre III,MoH,1.0468,34.2389,Google Earth
Uganda,Eastern,Jinja All Saints Kagoma Health Centre III,Health Centre III,Private not for profit,0.5944,33.1975,Other
Uganda,Eastern,Jinja Central Health Centre III,Health Centre III,MoH,0.4360,33.2020,Encarta
Uganda,Eastern,Jinja International Medical Clinic,Clinic,Private not for profit,,,
Uganda,Eastern,Jinja Islamic Health Centre III,Health Centre III,Private not for profit,0.4244,33.2184,Other
Uganda,Eastern,Joy Health Unit Health Centre II,Health Centre II,Private not for profit,1.1833,33.2931,Combination
Uganda,Eastern,Joy Medical Health Centre II,Health Centre II,Private not for profit,1.0452,34.1853,Combination
Uganda,Eastern,Kabaganda Health Centre II,Health Centre II,MoH,0.5970,33.1640,GPS
Uganda,Eastern,Kabarwa Health Centre III,Health Centre III,MoH,1.4350,34.1480,GPS
Uganda,Eastern,Kabasa Memorial Hospital,Hospital,Private not for profit,0.8575,33.8926,GPS
Uganda,Eastern,Kabembe Health Centre II,Health Centre II,MoH,0.5190,33.2420,GPS
Uganda,Eastern,Kaberamaido Catholic Mission Health Centre III,Health Centre III,Private not for profit,1.7385,33.1769,GPS
Uganda,Eastern,Kaberamaido Health Centre IV,Health Centre IV,MoH,1.7786,33.1636,GPS
Uganda,Eastern,Kabeywa Health Centre III,Health Centre III,MoH,1.3115,34.3881,GPS
Uganda,Eastern,Kabkoch Health Centre II,Health Centre II,MoH,1.3894,34.4860,Other
Uganda,Eastern,Kablyo Health Centre II,Health Centre II,Private not for profit,1.3927,34.6413,Other
Uganda,Eastern,Kaboloi Health Centre III,Health Centre III,MoH,1.2160,33.7190,GPS
Uganda,Eastern,Kaburepoli Health Centre II,Health Centre II,MoH,1.6140,33.0033,GPS
Uganda,Eastern,Kabwangasi Health Centre III,Health Centre III,MoH,1.1160,34.1160,GPS
Uganda,Eastern,Kabweri Health Centre II,Health Centre II,MoH,1.0476,33.8824,GPS
Uganda,Eastern,Kachonga Health Centre III,Health Centre III,MoH,0.9876,34.1223,GPS
Uganda,Eastern,Kachumbala Health Centre III,Health Centre III,MoH,1.2295,34.1115,GPS
Uganda,Eastern,Kachumbala NGO Health Centre II,Health Centre II,Private not for profit,1.2118,34.1206,GPS
Uganda,Eastern,Kachuru Health Centre II,Health Centre II,MoH,1.1642,34.1102,Other
Uganda,Eastern,Kadama Health Centre III,Health Centre III,MoH,1.0196,33.8860,GPS
Uganda,Eastern,Kaderuna Health Centre III,Health Centre III,MoH,1.1237,33.9351,GPS
Uganda,Eastern,Kadoklene Health Centre II,Health Centre II,MoH,1.1577,34.0130,Google Earth
Uganda,Eastern,Kadungulu Health Centre III,Health Centre III,MoH,1.5090,33.2450,GPS
Uganda,Eastern,Kaffi Health Centre II,Health Centre II,MoH,,,
Uganda,Eastern,Kagulu Health Centre II,Health Centre II,MoH,1.2540,33.2950,GPS
Uganda,Eastern,Kagulu Health Centre II,Health Centre II,MoH,1.2894,33.3051,Google Earth
Uganda,Eastern,Kagumba Health Centre II,Health Centre II,MoH,1.1490,33.0070,GPS
Uganda,Eastern,Kagumu Health Centre III,Health Centre III,Private not for profit,1.1058,33.8629,GPS
Uganda,Eastern,Kagwara Health Centre II,Health Centre II,MoH,1.4910,33.1420,Geonames
Uganda,Eastern,Kakaire Health Centre III,Health Centre III,MoH,0.6500,33.2700,GPS
Uganda,Eastern,Kakira Health Centre III,Health Centre III,MoH,0.5050,33.2810,GPS
Uganda,Eastern,Kakombo Health Centre II,Health Centre II,Private not for profit,0.5521,33.5207,Google Earth
Uganda,Eastern,Kakooge Health Centre II,Health Centre II,MoH,1.2764,33.2029,Other
Uganda,Eastern,Kakoro Health Centre III,Health Centre III,MoH,1.1740,34.0560,GPS
Uganda,Eastern,Kakoro SDA Health Centre II,Health Centre II,Private not for profit,1.1740,34.0560,GPS
Uganda,Eastern,Kakure Health Centre III,Health Centre III,MoH,1.8478,33.3886,Other
Uganda,Eastern,Kakures Health Centre II,Health Centre II,MoH,1.3000,33.9167,Other
Uganda,Eastern,Kalaki Health Centre III,Health Centre III,MoH,1.8430,33.3410,GPS
Uganda,Eastern,Kaliro Town Council Health Centre II,Health Centre II,MoH,0.9020,33.5110,GPS
Uganda,Eastern,Kaluba Health Centre II,Health Centre II,Private not for profit,0.4130,33.5260,GPS
